Type,Branch,Amount,Old Balance Origin,New Balance Origin,Old Balance Destination,New Balance Destination,Receiver,Unusual Logins,Account Age,Account Type,Time of Day,isFraud
TRANSFER,India,1658697.08,2304372.0,645674.92,5943818.49,7602515.57,Customer,15,7.280529059,Savings,Morning,0
CASH_IN,Australia,31657.28,2600728.62,2632385.9,0.0,0.0,Self,17,2.518173916,Savings,Afternoon,0
PAYMENT,Estados Unidos,8251.18,9312.0,1060.82,1261299.0,1269550.18,Merchant,19,6.886878391,Savings,Afternoon,0
TRANSFER,India,102359.17,1292291.0,1189931.83,12900000.0,13002359.17,Customer,3,2.363231992,Savings,Night,0
PAYMENT,Reino Unido,4402.18,190942.49,186540.31,946460.0,950862.18,Merchant,18,0.562495949,Current,Afternoon,0
PAYMENT,Italia,2910.53,51256.0,48345.47,904410.0,907320.53,Merchant,9,2.335368178,Savings,Afternoon,0
PAYMENT,Australia,9906.29,23076.0,13169.71,1056635.0,1066541.29,Merchant,8,5.961817761,Savings,Night,0
CASH_IN,Reino Unido,257619.2,9080244.19,9337863.39,0.0,0.0,Self,9,5.271774446,Savings,Afternoon,0
CASH_IN,Italia,209859.04,1801758.14,2011617.18,0.0,0.0,Self,7,3.859694091,Savings,Afternoon,0
PAYMENT,El Salvador,11168.84,300433.0,289264.16,1715853.0,1727021.84,Merchant,10,7.650086711,Savings,Night,0
TRANSFER,Australia,423000.44,13489.0,0.0,0.0,423010.44,Customer,17,4.874627902,Current,Morning,1
PAYMENT,Lituania,4172.18,18567.0,14394.82,1236314.0,1240486.18,Merchant,13,6.265124014,Savings,Night,0
PAYMENT,Italia,2789.37,12872.0,10082.63,1252333.0,1255122.37,Merchant,17,4.444138132,Savings,Night,0
PAYMENT,Guatemala,1534.09,10016.0,8481.91,1888160.0,1889694.09,Merchant,5,7.96858892,Current,Night,0
CASH_OUT,Francia,101717.84,2004007.0,1902289.16,0.0,0.0,Self,6,5.779975453,Savings,Night,0
PAYMENT,El Salvador,3567.5,9208.51,5641.01,107559.0,111126.5,Merchant,4,2.91467649,Savings,Afternoon,0
CASH_IN,Brasil,166315.21,4907067.72,5073382.93,0.0,0.0,Self,8,0.057226767,Savings,Afternoon,0
PAYMENT,Alemania,14260.56,15735.0,1474.44,393500.0,407760.56,Merchant,10,5.005577269,Savings,Morning,0
PAYMENT,Francia,6511.48,3216707.72,3210196.24,1456493.0,1463004.48,Merchant,1,2.741970165,Current,Night,0
PAYMENT,Republica Dominicana,6454.56,8768.0,2313.44,421327.0,427781.56,Merchant,9,5.703426861,Savings,Morning,0
PAYMENT,Mexico,18888.95,1240574.0,1221685.05,1602655.0,1621543.95,Merchant,5,3.310042421,Current,Night,0
PAYMENT,Estados Unidos,3219.24,4532.0,1312.76,1646723.0,1649942.24,Merchant,15,1.075716026,Current,Night,0
CASH_IN,Egipto,299261.26,10700000.0,10999261.26,0.0,0.0,Self,3,2.647936614,Savings,Afternoon,0
PAYMENT,Bielorrusia,798.26,26149.0,25350.74,1380306.0,1381104.26,Merchant,20,5.195562297,Current,Night,0
TRANSFER,Estados Unidos,234076.51,1735574.0,1501497.49,248118.45,482194.96,Customer,3,5.7535848,Current,Morning,0
CASH_OUT,Alemania,405812.31,1324057.0,918244.69,0.0,0.0,Self,17,7.237761351,Savings,Morning,0
PAYMENT,El Salvador,3452.17,7814.0,4361.83,549182.0,552634.17,Merchant,18,8.491732689,Savings,Afternoon,0
PAYMENT,El Salvador,2150.61,15599.0,13448.39,1838300.0,1840450.61,Merchant,11,0.490572744,Savings,Afternoon,0
PAYMENT,Francia,8480.48,19817.0,11336.52,1030724.0,1039204.48,Merchant,14,0.432262315,Savings,Morning,0
PAYMENT,Indonesia,2419.01,31442.51,29023.5,1852597.0,1855016.01,Merchant,2,8.203554223,Savings,Night,0
CREDIT,Francia,3455.85,3509.0,6964.85,1333014.31,1329558.46,Customer,9,2.816378355,Current,Afternoon,0
TRANSFER,Australia,16208.5,24318.0,8109.5,0.0,16208.5,Customer,11,2.774770004,Savings,Night,0
CASH_OUT,Indonesia,191894.78,1856012.92,1664118.14,0.0,0.0,Self,16,7.773221454,Savings,Morning,0
PAYMENT,Austria,2892.22,14519.98,11627.76,1376338.0,1379230.22,Merchant,13,1.246668603,Savings,Night,0
PAYMENT,Francia,27690.45,65500.41,37809.96,1631195.0,1658885.45,Merchant,6,4.974504546,Savings,Morning,0
CASH_IN,Egipto,94841.38,6174216.89,6269058.27,0.0,0.0,Self,19,4.773251222,Savings,Afternoon,0
PAYMENT,Paises Bajos,848.74,14937.0,14088.26,328081.0,328929.74,Merchant,11,4.517202551,Current,Night,0
CREDIT,Nicaragua,6393.71,433084.38,439478.09,478421.0,472027.29,Customer,10,2.76029229,Current,Morning,0
PAYMENT,Brasil,1939.74,25183.78,23244.04,1071079.0,1073018.74,Merchant,18,3.143543489,Current,Night,0
PAYMENT,China,137.88,59708.34,59570.46,1039609.0,1039746.88,Merchant,9,8.650713732,Savings,Night,0
PAYMENT,Estados Unidos,9479.66,32987.88,23508.22,1160855.0,1170334.66,Merchant,3,4.458733565,Current,Afternoon,0
PAYMENT,Peru,2625.76,29786.0,27160.24,1939213.0,1941838.76,Merchant,10,7.164753747,Savings,Night,0
PAYMENT,Egipto,4804.68,38100.95,33296.27,479664.0,484468.68,Merchant,14,4.955224007,Savings,Morning,0
PAYMENT,Estados Unidos,17356.69,24822.27,7465.58,759179.0,776535.69,Merchant,18,2.340110979,Current,Morning,0
PAYMENT,China,1035.3,5573.0,4537.7,965740.0,966775.3,Merchant,9,2.896511577,Savings,Afternoon,0
PAYMENT,Argelia,14290.67,1856688.0,1842397.33,1116420.0,1130710.67,Merchant,3,0.297105796,Savings,Night,0
TRANSFER,Guatemala,457456.67,826513.0,369056.33,59800.0,517256.67,Customer,16,5.265380747,Savings,Afternoon,0
CASH_OUT,Australia,172180.99,637597.0,465416.01,0.0,0.0,Self,15,5.744014563,Current,Afternoon,0
PAYMENT,Mexico,4918.9,11545.0,6626.1,372888.0,377806.9,Merchant,11,2.312192949,Savings,Night,0
PAYMENT,Estados Unidos,6720.15,16754.51,10034.36,296023.0,302743.15,Merchant,1,3.514563194,Savings,Morning,0
PAYMENT,Mexico,7519.45,36443.0,28933.55,0.0,0.0,Merchant,15,1.415499097,Savings,Morning,1
CASH_IN,Republica Democratica del Congo,170207.14,8335475.31,8505682.45,0.0,0.0,Self,3,8.275949949,Savings,Night,0
PAYMENT,Mexico,1220.13,15289.0,14068.87,549146.0,550366.13,Merchant,20,8.176409308,Savings,Night,0
TRANSFER,Republica Dominicana,963532.14,963532.14,0.0,0.0,963532.14,Customer,1,2.959885961,Savings,Morning,0
PAYMENT,Italia,10553.58,130239.0,119685.42,639879.0,650432.58,Merchant,18,3.817430318,Savings,Afternoon,0
PAYMENT,Mexico,1937.5,19935.0,17997.5,115353.0,117290.5,Merchant,2,6.526181548,Savings,Night,0
PAYMENT,Nigeria,4419.04,52951.0,48531.96,1266040.0,1270459.04,Merchant,9,7.575219069,Savings,Night,0
TRANSFER,Brasil,26923.42,982746.67,955823.25,199404.91,226328.33,Customer,11,2.304202038,Savings,Afternoon,0
PAYMENT,Indonesia,18079.63,200242.0,182162.37,1654850.0,1672929.63,Merchant,7,1.388127399,Current,Afternoon,0
PAYMENT,Italia,4419.68,11952.0,7532.32,1581625.0,1586044.68,Merchant,18,8.672155304,Savings,Afternoon,0
CASH_IN,Reino Unido,10266.7,3799476.47,3809743.17,0.0,0.0,Self,18,1.066847262,Savings,Afternoon,0
PAYMENT,Cuba,9059.91,29303.0,20243.09,1215243.0,1224302.91,Merchant,9,2.115085174,Savings,Morning,0
CASH_IN,Banglades,355294.5,6962604.61,7317899.11,0.0,0.0,Self,6,0.442580617,Savings,Morning,0
CREDIT,Corea del Sur,1806.31,612597.0,614403.31,15859.88,14053.57,Customer,2,8.071534791,Savings,Night,0
CASH_IN,India,150550.59,1150752.08,1301302.67,0.0,0.0,Self,16,5.672253297,Savings,Afternoon,0
CASH_IN,Arabia Saudi,343680.72,1351255.43,1694936.15,0.0,0.0,Self,6,1.835362817,Savings,Night,0
PAYMENT,Polonia,622.15,14112.8,13490.65,1776532.0,1777154.15,Merchant,8,5.605275555,Current,Night,0
CASH_IN,Pakistan,39683.51,2036266.76,2075950.27,0.0,0.0,Self,18,1.176963262,Savings,Afternoon,0
CASH_IN,Estados Unidos,88549.9,4320892.68,4409442.58,0.0,0.0,Self,11,1.126773664,Current,Night,0
PAYMENT,Francia,2224.06,18813.16,16589.1,1312582.0,1314806.06,Merchant,17,0.455522294,Savings,Morning,0
PAYMENT,Australia,2791.42,300481.0,297689.58,1002580.0,1005371.42,Merchant,3,1.164661196,Current,Afternoon,0
PAYMENT,Mexico,645.4,35632.0,34986.6,1053119.0,1053764.4,Merchant,1,5.881088629,Savings,Afternoon,0
PAYMENT,Polonia,1795.14,35474.0,33678.86,923577.0,925372.14,Merchant,20,5.178576289,Savings,Morning,0
PAYMENT,El Salvador,14731.43,1716376.0,1701644.57,491324.0,506055.43,Merchant,4,2.239920617,Savings,Night,0
PAYMENT,Panama,3775.14,21905.24,18130.1,310752.0,314527.14,Merchant,13,1.240687845,Savings,Afternoon,0
PAYMENT,Polonia,15964.7,21390.0,5425.3,870361.0,886325.7,Merchant,1,0.151481293,Savings,Night,0
CASH_OUT,Honduras,21291.89,658642.0,637350.11,0.0,0.0,Self,15,7.469981944,Savings,Afternoon,0
PAYMENT,Estados Unidos,5662.97,475.0,0.0,0.0,0.0,Merchant,6,4.560307529,Savings,Afternoon,1
PAYMENT,Australia,20910.03,325761.0,304850.97,1584102.0,1605012.03,Merchant,20,3.758499576,Current,Afternoon,0
PAYMENT,Francia,5635.6,31710.42,26074.82,1338627.0,1344262.6,Merchant,10,6.768400865,Savings,Afternoon,0
PAYMENT,Republica Dominicana,14462.98,100591.0,86128.02,260493.0,274955.98,Merchant,14,4.350051576,Savings,Morning,0
CASH_IN,Alemania,327686.42,2308629.73,2636316.15,0.0,0.0,Self,12,4.599970814,Savings,Morning,0
PAYMENT,Reino Unido,1753.6,126242.52,124488.92,741149.0,742902.6,Merchant,17,8.257980427,Savings,Afternoon,0
CREDIT,Reino Unido,8648.45,870537.0,879185.45,11010.0,2361.55,Customer,15,7.199698281,Savings,Afternoon,0
PAYMENT,Alemania,19316.5,1401043.0,1381726.5,1103593.0,1122909.5,Merchant,8,2.471454159,Savings,Afternoon,0
PAYMENT,Francia,1117.17,233156.88,232049.71,0.0,0.0,Merchant,14,5.487060454,Savings,Night,1
PAYMENT,Mexico,16812.61,27336.0,10523.39,335269.0,352081.61,Merchant,4,3.776076809,Savings,Afternoon,0
TRANSFER,Australia,805550.98,1242348.0,436797.02,2222960.7,3028511.68,Customer,16,2.609606655,Savings,Morning,0
PAYMENT,Estados Unidos,2064.34,23466.0,21401.66,1583275.0,1585339.34,Merchant,11,3.363195542,Savings,Afternoon,0
CASH_IN,Estados Unidos,26884.31,2076128.88,2103013.19,0.0,0.0,Self,19,4.398011511,Savings,Afternoon,0
PAYMENT,Australia,5406.93,16815.0,11408.07,1014569.0,1019975.93,Merchant,11,0.396331159,Savings,Morning,0
CASH_IN,Turquia,158483.1,1476215.94,1634699.04,0.0,0.0,Self,20,7.74061775,Savings,Night,0
PAYMENT,Etiopia,15.06,204682.0,204666.94,111726.0,111741.06,Merchant,18,5.111090334,Savings,Afternoon,0
PAYMENT,Estados Unidos,4466.25,45837.0,41370.75,1267680.0,1272146.25,Merchant,14,3.32243508,Savings,Afternoon,0
CASH_IN,Reino Unido,91457.82,6718610.17,6810067.99,0.0,0.0,Self,14,8.370183386,Current,Night,0
PAYMENT,Nigeria,4560.11,11607.0,7046.89,913229.0,917789.11,Merchant,8,0.404892168,Savings,Afternoon,0
PAYMENT,Reino Unido,9455.4,17437.0,7981.6,1055228.0,1064683.4,Merchant,19,2.877127211,Current,Morning,0
PAYMENT,Espana,5746.09,12844.0,7097.91,1140719.0,1146465.09,Merchant,13,8.580832221,Savings,Afternoon,0
CASH_OUT,Australia,268049.77,1156333.12,888283.35,0.0,0.0,Self,19,1.971816216,Savings,Night,0
PAYMENT,Honduras,247.56,105861.0,105613.44,865378.0,865625.56,Merchant,13,0.283319733,Savings,Morning,0
CASH_IN,Tanzania,200373.08,5239750.08,5440123.16,10300000.0,10100000.0,Self,16,8.159567737,Savings,Night,1
PAYMENT,Republica Dominicana,382.59,6744.0,6361.41,1430847.0,1431229.59,Merchant,20,6.205424354,Savings,Afternoon,0
PAYMENT,Estados Unidos,10493.4,19198.0,8704.6,1089350.0,1099843.4,Merchant,16,0.314246446,Current,Afternoon,0
PAYMENT,Francia,13950.5,14249.0,298.5,224028.0,237978.5,Merchant,12,3.815315888,Current,Afternoon,0
CREDIT,Francia,6077.94,73904.0,79981.94,11082.0,5004.06,Customer,5,4.501504299,Savings,Morning,0
TRANSFER,Arabia Saudi,30538.26,31324.0,785.74,177509.88,208048.14,Customer,9,2.856840416,Current,Night,0
PAYMENT,China,3605.26,10120.0,6514.74,165687.0,169292.26,Merchant,11,0.547271046,Savings,Afternoon,0
PAYMENT,Australia,6831.43,22270.0,15438.57,1324735.0,1331566.43,Merchant,13,8.894681507,Savings,Night,0
CREDIT,Italia,1332.91,5582.0,6914.91,31184.0,29851.09,Customer,18,1.085595352,Savings,Afternoon,0
PAYMENT,El Salvador,5997.84,37855.6,31857.76,196714.0,202711.84,Merchant,20,1.488848246,Savings,Afternoon,0
PAYMENT,Mexico,17453.51,21804.0,4350.49,1106567.0,1124020.51,Merchant,18,0.665498032,Current,Night,0
PAYMENT,Iran,15593.41,21237.0,5643.59,989250.0,1004843.41,Merchant,2,3.939190386,Savings,Morning,0
PAYMENT,Canada,6772.71,1279049.96,1272277.25,811193.0,817965.71,Merchant,1,3.447716409,Savings,Afternoon,0
CASH_OUT,Turquia,147804.02,953682.14,805878.12,0.0,0.0,Self,8,7.075613047,Current,Afternoon,0
CASH_IN,Estados Unidos,111147.63,4379269.94,4490417.57,0.0,0.0,Self,18,1.308282746,Current,Night,0
PAYMENT,Irak,6159.62,40570.26,34410.64,1892431.0,1898590.62,Merchant,20,1.808371328,Current,Morning,0
PAYMENT,Brasil,27007.74,0.0,0.0,0.0,0.0,Merchant,11,5.946505141,Savings,Morning,1
CASH_IN,Australia,193492.68,706457.23,899949.91,0.0,0.0,Self,5,7.793571933,Savings,Afternoon,0
CASH_IN,Turquia,223662.13,5958337.47,6181999.6,0.0,0.0,Self,6,6.382945178,Current,Night,0
CASH_OUT,Italia,139054.95,899530.0,760475.05,0.0,0.0,Self,3,7.819601748,Savings,Morning,0
PAYMENT,Arabia Saudi,5976.69,69983.0,64006.31,1562733.0,1568709.69,Merchant,18,3.084255087,Current,Morning,0
PAYMENT,Mexico,6133.67,107035.0,100901.33,1337377.0,1343510.67,Merchant,13,4.803674412,Savings,Afternoon,0
CASH_IN,Alemania,70299.66,1777628.65,1847928.31,0.0,0.0,Self,13,2.100571828,Savings,Afternoon,0
TRANSFER,Nueva Zelanda,152351.18,1827059.0,1674707.82,405952.0,558303.18,Customer,1,7.913712168,Savings,Afternoon,0
PAYMENT,Australia,17896.02,22837.0,4940.98,197650.0,215546.02,Merchant,9,7.75973459,Savings,Afternoon,0
PAYMENT,Iran,14841.59,1164133.0,1149291.41,786418.0,801259.59,Merchant,19,1.105288303,Current,Afternoon,0
PAYMENT,Espana,31108.12,98543.79,67435.67,585897.0,617005.12,Merchant,18,7.442431361,Savings,Morning,0
PAYMENT,Australia,9499.4,19636.54,10137.14,1982663.0,1992162.4,Merchant,15,6.644073222,Savings,Afternoon,0
PAYMENT,Australia,7377.42,333867.3,326489.88,991423.0,998800.42,Merchant,16,6.389244584,Current,Morning,0
PAYMENT,Ucrania,4483.02,46844.35,42361.33,588940.0,593423.02,Merchant,1,2.363921962,Savings,Afternoon,0
PAYMENT,Alemania,9763.77,212033.0,202269.23,1351735.0,1361498.77,Merchant,4,0.556257543,Current,Afternoon,0
PAYMENT,Francia,414.32,3693.0,3278.68,1086561.0,1086975.32,Merchant,19,0.622660781,Savings,Night,0
PAYMENT,Estados Unidos,1058.63,6032.0,4973.37,1661644.0,1662702.63,Merchant,7,7.272531791,Savings,Afternoon,0
CASH_OUT,Francia,121885.87,1766571.0,1644685.13,0.0,0.0,Self,3,1.843343664,Savings,Night,0
PAYMENT,Brasil,869.49,118992.0,118122.51,1326298.0,1327167.49,Merchant,5,5.020766035,Savings,Afternoon,0
PAYMENT,Mexico,3891.04,40512.0,36620.96,1383044.0,1386935.04,Merchant,7,2.313071889,Savings,Afternoon,0
PAYMENT,Hong Kong,4303.39,463.0,0.0,0.0,0.0,Merchant,14,0.1309829727,Savings,Morning,1
CASH_OUT,India,20986.8,1292189.0,1271202.2,0.0,0.0,Self,19,0.912974428,Current,Morning,0
PAYMENT,Estados Unidos,385.39,20574.51,20189.12,1896203.0,1896588.39,Merchant,18,4.315421134,Savings,Morning,0
TRANSFER,Corea del Sur,141633.8,1597575.0,1455941.2,6235766.54,6377400.34,Customer,12,4.291435129,Current,Morning,0
PAYMENT,Brasil,947.91,4224.34,3276.43,1773124.0,1774071.91,Merchant,2,8.108135703,Savings,Afternoon,0
PAYMENT,Alemania,15266.05,25674.0,10407.95,679426.0,694692.05,Merchant,6,2.036540267,Savings,Morning,0
PAYMENT,Italia,3984.3,7868.25,3883.95,1209690.0,1213674.3,Merchant,17,0.637025473,Savings,Night,0
PAYMENT,Brasil,2273.88,10946.0,8672.12,834687.0,836960.88,Merchant,18,4.985641318,Current,Afternoon,0
PAYMENT,Australia,2073.2,21363.74,19290.54,1120755.0,1122828.2,Merchant,8,5.448315322,Savings,Morning,0
TRANSFER,Nicaragua,161885.95,642860.0,480974.05,0.0,161885.95,Customer,17,2.232842357,Current,Night,0
PAYMENT,Austria,11001.9,1526402.0,1515400.1,845469.0,856470.9,Merchant,10,0.967860693,Savings,Morning,0
CASH_OUT,Estados Unidos,259743.76,0.0,0.0,2844370.72,4861702.48,Self,18,8.787133634,Savings,Afternoon,1
PAYMENT,Malasia,14851.49,1364788.0,1349936.51,1702354.0,1717205.49,Merchant,14,8.795381389,Savings,Morning,0
CASH_OUT,Estados Unidos,275905.67,831460.0,555554.33,0.0,0.0,Self,16,2.941443459,Current,Afternoon,0
PAYMENT,Kazajistan,2272.54,39494.0,37221.46,1022735.0,1025007.54,Merchant,3,1.082029586,Current,Morning,0
PAYMENT,Estados Unidos,2524.23,249333.0,246808.77,1966431.0,1968955.23,Merchant,10,0.151592251,Current,Night,0
PAYMENT,Turquia,9103.52,16695.0,7591.48,1442103.0,1451206.52,Merchant,7,3.913958273,Savings,Night,0
PAYMENT,Belgica,14229.35,184804.18,170574.83,1906442.0,1920671.35,Merchant,15,6.292269525,Savings,Afternoon,0
CASH_IN,Australia,99252.4,3510452.14,3609704.54,0.0,0.0,Self,1,1.9941788,Savings,Night,0
CREDIT,Alemania,2801.1,20612.0,23413.1,10505.0,7703.9,Customer,5,6.228849044,Savings,Night,0
TRANSFER,Italia,138857.19,494619.0,355761.81,1027402.57,1166259.76,Customer,19,6.700299172,Savings,Morning,0
PAYMENT,Francia,12472.53,16030.0,3557.47,1644038.0,1656510.53,Merchant,7,6.645711125,Current,Afternoon,0
PAYMENT,Mexico,13854.48,1777444.0,1763589.52,1116310.0,1130164.48,Merchant,5,3.77270332,Savings,Morning,0
CASH_IN,Suecia,164110.03,1483303.83,1647413.86,0.0,0.0,Self,2,5.217616956,Current,Afternoon,0
PAYMENT,Irak,3418.07,5378.0,1959.93,252468.0,255886.07,Merchant,18,3.242328499,Savings,Afternoon,0
PAYMENT,Brasil,16169.9,24556.0,8386.1,795013.0,811182.9,Merchant,10,5.862937892,Savings,Night,0
CASH_OUT,Indonesia,124112.03,1210376.0,1086263.97,0.0,0.0,Self,9,0.349471071,Savings,Morning,0
CASH_OUT,Estados Unidos,197761.38,894074.39,696313.01,0.0,0.0,Self,7,2.912921319,Savings,Morning,0
PAYMENT,Francia,7331.22,13427.0,6095.78,1850370.0,1857701.22,Merchant,18,3.420475944,Savings,Night,0
CASH_IN,Francia,68902.0,5515659.41,5584561.41,0.0,0.0,Self,12,5.93824686,Savings,Afternoon,0
PAYMENT,Honduras,17871.32,103399.0,85527.68,1797091.0,1814962.32,Merchant,3,3.37381175,Savings,Afternoon,0
PAYMENT,Espana,2885.37,9459.0,6573.63,1189695.0,1192580.37,Merchant,17,7.425323187,Savings,Morning,0
PAYMENT,Estados Unidos,17899.15,105333.0,87433.85,1126161.0,1144060.15,Merchant,8,8.687952768,Savings,Morning,0
CASH_IN,Francia,469475.38,1153280.48,1622755.86,0.0,0.0,Self,5,7.637270122,Savings,Morning,0
CASH_IN,Estados Unidos,61546.97,3539865.55,3601412.52,0.0,0.0,Self,13,7.934408837,Savings,Morning,0
TRANSFER,China,65843.72,946313.0,880469.28,252567.83,318411.55,Customer,8,3.686403665,Current,Night,0
CASH_IN,Filipinas,255232.66,2353110.51,2608343.17,337842.3,84916.82,Self,5,6.746910071,Current,Morning,1
PAYMENT,Estados Unidos,14936.17,349618.95,334682.78,778955.0,793891.17,Merchant,18,5.106524523,Current,Afternoon,0
CREDIT,Reino Unido,4993.81,20801.0,25794.81,120766.35,115772.54,Customer,1,8.232266381,Savings,Night,0
TRANSFER,China,205253.3,1436259.0,1231005.7,17100000.0,17305253.3,Customer,8,3.241062843,Savings,Afternoon,0
CASH_OUT,Italia,27425.99,1005634.0,978208.01,0.0,0.0,Self,13,3.664705209,Savings,Afternoon,0
PAYMENT,Mexico,10534.49,25317.0,14782.51,715322.0,725856.49,Merchant,8,4.314611962,Savings,Afternoon,0
CASH_IN,Arabia Saudi,223555.14,1908051.46,2131606.6,0.0,0.0,Self,7,4.935945424,Savings,Night,0
PAYMENT,Chile,3064.96,0.0,0.0,0.0,0.0,Merchant,12,0.493338055,Current,Morning,1
PAYMENT,Indonesia,2916.14,15857.0,12940.86,716611.0,719527.14,Merchant,2,4.405411965,Savings,Night,0
CREDIT,Francia,2360.49,7415.0,9775.49,31857.75,29497.26,Customer,12,0.222964853,Savings,Morning,0
CASH_IN,Iran,16236.25,8268951.34,8285187.59,0.0,0.0,Self,4,7.644327797,Savings,Night,0
PAYMENT,Haiti,1994.71,5641.01,3646.3,815651.0,817645.71,Merchant,20,0.378315731,Savings,Afternoon,0
CASH_IN,China,117536.98,8873339.64,8990876.62,0.0,0.0,Self,16,7.237912796,Savings,Morning,0
CASH_IN,Republica Dominicana,146467.87,6823145.58,6969613.45,0.0,0.0,Self,8,8.272372051,Savings,Morning,0
CASH_IN,Estados Unidos,223311.81,4327792.76,4551104.57,0.0,0.0,Self,1,6.779270396,Savings,Night,0
CASH_IN,Irak,22608.48,4907886.05,4930494.53,0.0,0.0,Self,15,0.856165614,Current,Night,0
PAYMENT,Estados Unidos,1813.39,13467.0,11653.61,921897.0,923710.39,Merchant,16,6.055255339,Savings,Morning,0
PAYMENT,Espana,3396.25,18524.0,15127.75,1411999.0,1415395.25,Merchant,4,1.31239387,Current,Morning,0
PAYMENT,Estados Unidos,30.06,786914.47,786884.41,605035.0,605065.06,Merchant,15,2.273398232,Savings,Afternoon,0
TRANSFER,Indonesia,11500.28,21220.0,9719.72,8671.64,20171.92,Customer,12,6.697637207,Savings,Morning,0
TRANSFER,Francia,392940.08,1701024.0,1308083.92,31383.27,424323.35,Customer,13,2.629759448,Savings,Afternoon,0
PAYMENT,Reino Unido,20781.99,197549.0,176767.01,810286.0,831067.99,Merchant,1,7.784568144,Savings,Afternoon,0
PAYMENT,Australia,4235.51,700054.99,695819.48,1625548.0,1629783.51,Merchant,9,2.799939298,Savings,Afternoon,0
PAYMENT,Argelia,3643.09,14618.0,10974.91,743711.0,747354.09,Merchant,2,6.085031707,Current,Morning,0
TRANSFER,Iran,420532.33,5386.08,0.0,614566.02,0.0,Customer,10,0.9029633043,Current,Night,1
PAYMENT,Mexico,924.71,61237.0,60312.29,774980.0,775904.71,Merchant,18,0.076315473,Savings,Night,0
CASH_IN,Brasil,72495.9,1565628.31,1638124.21,0.0,0.0,Self,5,1.701630579,Savings,Morning,0
CASH_IN,Turquia,352360.67,5502122.89,5854483.56,0.0,0.0,Self,7,2.91676965,Savings,Night,0
CASH_OUT,Mexico,78292.91,828031.0,749738.09,0.0,0.0,Self,17,6.733584146,Savings,Morning,0
PAYMENT,Turquia,7515.13,11218.0,3702.87,1163663.0,1171178.13,Merchant,13,0.162559626,Savings,Afternoon,0
PAYMENT,Francia,5238.73,2835971.01,2830732.28,478430.0,483668.73,Merchant,18,1.950684702,Savings,Morning,0
CASH_IN,Estados Unidos,202241.9,7865491.24,8067733.14,0.0,0.0,Self,17,8.167900794,Savings,Night,0
PAYMENT,Reino Unido,7260.2,1221955.0,1214694.8,1185127.0,1192387.2,Merchant,11,7.006928893,Savings,Afternoon,0
PAYMENT,Reino Unido,666.64,9158.0,8491.36,1066109.0,1066775.64,Merchant,14,7.097106147,Current,Night,0
PAYMENT,Filipinas,10059.7,10776.0,716.3,507173.0,517232.7,Merchant,7,3.583668172,Savings,Night,0
PAYMENT,Espana,12256.66,20800.0,8543.34,1491302.0,1503558.66,Merchant,13,7.548710687,Savings,Afternoon,0
CASH_OUT,Egipto,498990.17,1459258.0,960267.83,0.0,0.0,Self,18,7.296041293,Savings,Afternoon,0
PAYMENT,Brasil,17236.25,39025.86,21789.61,1967282.0,1984518.25,Merchant,12,0.790155887,Savings,Morning,0
TRANSFER,Australia,414959.03,890600.0,475640.97,6375632.67,6790591.7,Customer,2,3.045601319,Savings,Night,0
PAYMENT,Alemania,20275.14,26143.0,5867.86,889505.0,909780.14,Merchant,20,7.787804942,Savings,Night,0
PAYMENT,Brasil,1278.75,81947.0,80668.25,1342527.0,1343805.75,Merchant,10,2.371743535,Savings,Afternoon,0
CASH_OUT,Estados Unidos,32123.83,565170.0,533046.17,0.0,0.0,Self,4,4.658978538,Savings,Night,0
